YERBA MATE - BLUEPHORIA 12X458 ML,1 CA,$28.21,Taxable,$28.21
632432000282,,,,
42 DEG COFFEE ARABICA W SUGAR 6X205 ML,3,$32.90,Taxable,$98.70
42 DEG COFFEE ARABICA NO SUGAR 6X205 ML,3,$32.90,Taxable,$98.70
42 DEG CHOCOLATE DRINK W MILK 6X205 ML,3,$32.90,Taxable,$98.70
42 DEG CHAI LATTE MASALA 6X205 ML,3,$32.90,Taxable,$98.70
42 DEG CAPPUCCINO CARAMEL 6X205 ML,3,$32.90,Taxable,$98.70
42 DEG CAFFE LATTE ARABICA 6X205 ML,3,$32.90,Taxable,$98.70
MONSTER ZERO ULTRA BLUE 12X473 ML,1 PK,$36.18,Taxable,$36.18
070847018902,,,,
MONSTER ULTRA PARADISE 12X473 ML,1 PK,$36.18,Taxable,$36.18
070847033769,,,,
MONSTER ULTRA FIESTA 12X473ML,1 PK,$36.18,Taxable,$36.18
070847036807,,,,
HALLS REGULAR SINGLE 20X1 PK,1 PC,$31.12,Taxable,$31.12
057700229972,,,,
HERSHEY OH HENRY REGULAR SINGLE 24X58 G,1 PK,$36.07,Taxable,$36.07
068000792820,,,,
HALLS ML HONEY 20X1 PK,1 PC,$31.12,Taxable,$31.12
057700011973,,,,
AIRHEADS WATERMELON 36X15 G,1 PK,$8.82,Taxable,$8.82
073390002039,,,,
HUBBA BUBBA MAX OUTRAGEOUS ORIGINAL 18X40 G,1 PK,$21.86,Taxable,$21.86
064900000881,,,,
MARS-TWIX COOKIE BAR CARAMEL MILK CHOCOLATE,1 PK,$59.40,Taxable,$59.40
36X50 G,,,,
058496352776,,,,
TIC TAC T60 ORANGE 12X29 G,1 PC,$22.49,Taxable,$22.49
00062020005625,,,,
EXCEL WINTERFRESH MINTS TINS 8X1 PC,1 PC,$21.44,Taxable,$21.44
064900409417,,,,
5 PRISM WATERMELON 10X1 PC,1 PK,$21.38,Taxable,$21.38
064900423987,,,,
GLACEAU - SMARTWATER PET 24x591ML,3 CA,$41.29,Non-,$123.87
0078616265036,,,Taxable,
MAYNARDS - WINE GUM ROLL 18X44 G,1 PK,$26.10,Taxable,$26.10
057700215074,,,,
SCHOLTENS COTTAGE COUNTRY - HEAT BAR MIX 15X150,0.7333,$48.04,Taxable,$35.23
G,PK,,,
679079585475,,,,
NESTLE - KIT KAT 4 FINGER 48X45 G,1 PK,$75.25,Taxable,$75.25
CADBURY-CARAMILK BAR AND A HALF CHOCOLATE,1 PK,$53.31,Taxable,$53.31
24X78 G,,,,
061200228373,,,,
MARS-TWIX COOKIE BAR 2-PIECE KING SIZE 24X85 G,1 PK,$57.02,Taxable,$57.02
058496352806,,,,
HALLS EXTRA STRONG 20X1 PK,1 PC,$31.12,Taxable,$31.12
057700628034,,,,
CADBURY-WUNDERBAR 2 PIECE 24X90 G,1 PK,$53.31,Taxable,$53.31
061200228014,,,,
EXCEL MINTS MIXED BERRY 8X1 PC,1 PC,$21.44,Taxable,$21.44
064900424144,,,,
MILK DUDS BIG BOX 12X141 G,1 PK,$26.49,Taxable,$26.49
066259064118,,,,
DARE REAL JUICEE JUBES 12X250 G,2 CA,$35.14,Taxable,$70.28
60055653200903,,,,
DARE REALFRUIT GUMMIES SUPERFRUIT 9X180 G,1 CA,$28.41,Taxable,$28.41
60055653239712,,,,
MARS-SNICKERS 2 PIECE KING SIZE 24X93 G,1 PK,$57.02,Taxable,$57.02
058496329884,,,,
PLANTERS BBQ PEANUTS 12X70 G,1 PK,$12.31,Taxable,$12.31
058716972517,,,,
GLACEAU - SMARTWATER 12x1 L,2 CA,$37.79,Non-,$75.58
0786162650375,,,Taxable,
EXCEL BOTTLE WHITE BUBBLEMINT 6X60 CT,1 PK,$33.26,Taxable,$33.26
00064900420757,,,,
SCHOLTENS COTTAGE COUNTRY - CHOCOLATE RAISINS,1 PK,$80.00,Taxable,$80.00
15X125 G,,,,
679079581132,,,,
AIRHEADS WHITE MYSTERY 36X15 G,1 PK,$8.82,Taxable,$8.82
073390002213,,,,
M&M-MILK CHOCOLATE MINI MEGA TUBES 24X50 G,1 PK,$57.02,Taxable,$57.02
058496423278,,,,
KINDER-BUENO WHITE T30 30X39 G,1 PK,$48.32,Taxable,$48.32
10062020043709,,,,
YUMY YUMY HALAL FUNNY BEAR 12X114 G,1 PK,$32.87,Taxable,$32.87
10818480010047,,,,
HEALTHY CRUNCH - TRAIL MIX - ALL ABOUT THE CRUNCH,1 CA,$43.84,Taxable,$43.84
6X225 G,,,,
628451163770,,,,
CADBURY-MR BIG SINGLE BAR 24X60 G,1 PK,$36.39,Taxable,$36.39
061200003451,,,,
NESTLE - AERO WHITE 24X42 G,1 PK,$37.63,Taxable,$37.63
5 ASCENT WINTERMINT OTC GUM 10X1 PC,1 PK,$21.38,Taxable,$21.38
064900227035,,,,
NESTLE - AERO CHOCOLATE BAR PEPPERMINT 24X41 G,1 PK,$37.63,Taxable,$37.63
00059800523110,,,,
EXCEL STRONG MINT GUM OTC 12X1 PC,1 PK,$16.63,Taxable,$16.63
064900424328,,,,
CHRISTIES CHIPS AHOY CHUNKS 1X251 G,3 PK,$5.29,Taxable,$15.87
00066721026552,,,,
VACHON SUPER PASSION FLAKIE 6X66 G,1 PK,$11.71,Taxable,$11.71
067900000721,,,,
MARS 2 PIECE KING SIZE 24X85 G,1 PK,$57.02,Taxable,$57.02
058496328757,,,,
HEALTHY CRUNCH - DARK CHOCOLATE SUPERFOOD,1 CA,$43.84,Taxable,$43.84
BLUEBERRY 6X235 G,,,,
665081004691,,,,
MINUTE MAID APPLE JUICE 12X355 ML,3 PK,$18.80,Taxable,$56.40
059600038081,,,,
EXCEL MINTS SPEARMINT TIN 8X1 PC,1 PC,$21.44,Taxable,$21.44
064900409424,,,,
FISHERMANS FRIEND - FISHERMAN'S ORIG EXTRA,1 PC,$33.16,Taxable,$33.16
STRONG 16X1 EA,,,,
00058997000060,,,,
SCHOLTENS COTTAGE COUNTRY - PEANUTS NO SALT,1 PK,$48.04,Taxable,$48.04
15X175 G,,,,
679079582122,,,,
EXCEL BUBBLEMINT OTC 12X1 PC,1 PK,$16.63,Taxable,$16.63
064900428500,,,,
NESTLE - KIT KAT CHUNKY KING 24X85 G,1 PK,$53.06,Taxable,$53.06
00059800749145,,,,
HEALTHY CRUNCH - TRAIL MIX - CHOCOLATE CHERRY,1 CA,$43.84,Taxable,$43.84
SUNDAE 6X225 G,,,,
628451163756,,,,
FISHERMAN'S FRIEND SF CHERRY 16X1 EA,1 PC,$33.16,Taxable,$33.16
011250000047,,,,
